Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Finland,FIN,"Computer, communications and other services (% of commercial service imports)",TM.VAL.OTHR.ZS.WT,46.44780441,43.82563736,53.76770986,54.10404517,53.29761228,55.98180481,..,..,58.53387456,64.03753745,59.21453969,56.57557213,60.32995785,53.91692252,53.67708304,56.5757661,56.25942609,56.99192578,57.9687551,61.40978567,71.84157541,72.22108536,65.54596668
France,FRA,"Computer, communications and other services (% of commercial service exports)",TX.VAL.OTHR.ZS.WT,43.96311168,46.18499539,47.88135032,47.27327459,44.71861574,47.93391244,47.24040352,46.86161222,48.03951563,49.20365183,49.64915894,48.59998692,49.41067767,50.47713172,53.84711909,54.43208051,55.02088266,54.11765208,54.89624367,53.7854378,59.23892078,53.55307313,48.52512805
France,FRA,"Computer, communications and other services (% of commercial service imports)",TM.VAL.OTHR.ZS.WT,41.06869731,42.29252995,44.3380293,44.30318505,44.71810859,46.00759837,47.03187868,47.74616383,48.83401128,51.93816141,49.89897372,48.2263451,51.67038654,52.13288275,54.51251084,58.3771528,57.17106908,55.60032729,55.47279926,55.0060063,60.02492039,57.36699957,55.98198313
French Polynesia,PYF,"Computer, communications and other services (% of commercial service exports)",TX.VAL.OTHR.ZS.WT,..,..,25.05762106,16.87511733,14.26153991,16.1754829,17.79167006,13.32176901,22.64872469,23.3301995,13.56501237,11.45067102,9.155520504,7.496366073,5.766217136,5.534602345,6.061108865,..,..,..,..,..,..
French Polynesia,PYF,"Computer, communications and other services (% of commercial service imports)",TM.VAL.OTHR.ZS.WT,..,..,31.52852853,26.61947184,19.27407876,24.82595697,34.00403525,18.35509783,27.23929519,33.19614977,27.30030591,22.07578365,20.84487956,19.99658196,18.58004527,17.09858942,23.96244067,..,..,..,..,..,..
Gabon,GAB,"Computer, communications and other services (% of commercial service exports)",TX.VAL.OTHR.ZS.WT,31.6811611,24.22393359,16.9468772,7.096163862,14.69981053,45.8805241,..,41.06262236,47.00288401,20.25256427,52.05396397,74.1199961,77.83923851,73.13789826,65.00682322,83.75487886,..,..,..,..,..,..,..
Gabon,GAB,"Computer, communications and other services (% of commercial service imports)",TM.VAL.OTHR.ZS.WT,49.80195026,30.47689735,37.40074082,37.92162594,37.1514438,34.74421261,..,50.34769922,45.65571268,39.76758852,33.84623625,43.88471987,51.35037876,50.32007874,45.31331932,50.6449901,..,..,..,..,..,..,..
"Gambia, The",GMB,"Computer, communications and other services (% of commercial service exports)",TX.VAL.OTHR.ZS.WT,..,..,..,5.335083965,9.448511106,9.317640048,10.10142051,16.32544924,13.79895515,20.82562101,14.4821678,9.172224413,5.481022621,7.321391603,2.825655604,2.422098645,3.03107493,2.482471067,6.413655916,6.115172662,18.79617487,7.373299826,..
"Gambia, The",GMB,"Computer, communications and other services (% of commercial service imports)",TM.VAL.OTHR.ZS.WT,..,..,..,0.537623844,0.934252616,2.075114734,51.64221728,31.95630201,33.45779875,33.40118957,26.78533917,10.32847277,4.235503452,5.251585105,1.691538776,1.614978761,2.534394686,1.991666109,3.699188624,4.408457291,3.613915102,1.97459983,..
Georgia,GEO,"Computer, communications and other services (% of commercial service exports)",TX.VAL.OTHR.ZS.WT,6.85465386,8.70743801,9.425050035,14.10210135,10.07474974,9.660472039,8.735285829,7.108490653,6.880568821,9.009027685,9.265501804,6.951852802,6.624725827,5.935074773,5.690174136,4.956932415,5.00986429,5.124718134,3.746417507,4.407301727,15.09609178,14.66987281,15.99737577
Georgia,GEO,"Computer, communications and other services (% of commercial service imports)",TM.VAL.OTHR.ZS.WT,13.36798841,13.99827486,14.31048521,16.58730255,9.547485792,11.85304662,7.766482169,7.734589926,12.76186975,12.6104803,11.42909974,11.84316883,11.35149476,11.13431038,14.16575114,11.54248103,10.92656847,11.09207294,10.74330259,12.11939984,20.50024913,19.75543376,14.82678937
Germany,DEU,"Computer, communications and other services (% of commercial service exports)",TX.VAL.OTHR.ZS.WT,40.38298045,42.76380815,40.98360443,44.62731069,43.36986212,44.19518287,43.20952332,43.44370171,43.37393648,44.96259233,45.63862669,46.68375412,47.4850792,49.26218838,52.25731301,53.57728579,55.35328472,56.66027308,56.92618188,55.7172535,60.12915786,58.33365383,54.6781976
Germany,DEU,"Computer, communications and other services (% of commercial service imports)",TM.VAL.OTHR.ZS.WT,38.61362705,41.1571981,38.95231216,37.49750878,36.89020343,37.39183091,37.79164558,36.69167616,36.17468244,38.92744564,38.98720854,40.01959582,41.58085193,43.28944119,44.07794305,46.71458373,48.62745741,49.50093461,49.33843146,49.98264816,57.78289259,53.0586848,47.05614915
Ghana,GHA,"Computer, communications and other services (% of commercial service exports)",TX.VAL.OTHR.ZS.WT,10.56095906,10.69158446,11.09873794,10.90632936,10.70605872,8.571010827,13.56855068,23.56071103,24.8369408,27.39385816,25.50591317,27.59170825,41.14198953,32.60836254,21.730904,78.32369696,72.49753432,79.0010649,81.00645696,80.06336554,80.23378695,70.4670315,..
Ghana,GHA,"Computer, communications and other services (% of commercial service imports)",TM.VAL.OTHR.ZS.WT,21.7246315,21.95371572,23.80993861,33.99827478,29.72181608,17.45864727,19.96208002,17.47066838,13.90107845,29.58067283,25.26409675,22.0755598,33.95576674,42.39325725,42.88033512,58.14069482,59.30813406,65.79484669,70.42647969,74.45930359,74.26909075,67.5545041,..
Gibraltar,GIB,"Computer, communications and other services (% of commercial service exports)",TX.VAL.OTHR.ZS.WT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,"Computer, communications and other services (% of commercial service imports)",TM.VAL.OTHR.ZS.WT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,GRC,"Computer, communications and other services (% of commercial service exports)",TX.VAL.OTHR.ZS.WT,9.339704411,10.00605689,9.470980618,9.685717191,10.43903452,8.548744236,8.364056963,8.64050111,8.431276983,9.884396029,10.82002919,12.11406952,11.25897037,11.20773916,12.24024145,10.37391494,11.49998231,11.31934812,10.29876035,9.965962151,17.34539508,13.09602171,11.17094073
Greece,GRC,"Computer, communications and other services (% of commercial service imports)",TM.VAL.OTHR.ZS.WT,18.53265041,17.45275256,19.71473439,20.46823199,21.85691176,19.54297062,20.80820499,21.27000785,21.50550489,24.50200654,22.30694799,21.66199917,20.52159242,19.25015925,23.12476246,15.12669238,16.25523193,17.92721152,17.20104802,17.73826787,21.027939,16.80157305,14.80282868
Greenland,GRL,"Computer, communications and other services (% of commercial service exports)",TX.VAL.OTHR.ZS.WT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greenland,GRL,"Computer, communications and other services (% of commercial service imports)",TM.VAL.OTHR.ZS.WT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Grenada,GRD,"Computer, communications and other services (% of commercial service exports)",TX.VAL.OTHR.ZS.WT,30.62721084,26.45531879,17.05309964,12.1970066,11.25073179,16.01160533,15.25825426,13.25065001,14.21795281,16.20425792,15.78027091,15.29112953,13.74122071,14.16006133,4.416770492,4.24126976,4.77046858,5.756534536,4.966901813,4.459228423,51.07321753,49.57678624,..
Grenada,GRD,"Computer, communications and other services (% of commercial service imports)",TM.VAL.OTHR.ZS.WT,41.11406758,41.34050168,47.73493908,26.77543364,26.91918819,19.12433602,21.23683495,19.4576885,23.59396956,25.28476009,21.51978738,21.31484197,19.6701728,19.67940648,34.67180061,40.44078734,42.06363606,37.31957265,35.68173921,31.26261231,39.11568466,45.87424606,..
Guam,GUM,"Computer, communications and other services (% of commercial service exports)",TX.VAL.OTHR.ZS.WT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guam,GUM,"Computer, communications and other services (% of commercial service imports)",TM.VAL.OTHR.ZS.WT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guatemala,GTM,"Computer, communications and other services (% of commercial service exports)",TX.VAL.OTHR.ZS.WT,45.12581547,47.770559,45.20029753,44.37454382,21.13716989,21.0496152,20.81974188,20.86086581,32.66939004,34.62942241,39.3052933,40.10537475,43.81055905,43.32858117,45.45478011,44.01389318,45.50411452,48.55785438,49.48395295,48.08846357,63.92884835,61.24068024,57.83096526
Guatemala,GTM,"Computer, communications and other services (% of commercial service imports)",TM.VAL.OTHR.ZS.WT,14.81906218,11.92830555,10.15423651,6.53443473,5.978712161,5.893057111,6.581644272,6.336142786,14.85740234,18.34695657,17.63725605,18.00384051,17.44519713,17.12959217,17.8461837,19.62545062,19.08125951,18.16447896,19.4425375,18.86750556,25.07335082,20.8817618,18.14733233
Guinea,GIN,"Computer, communications and other services (% of commercial service exports)",TX.VAL.OTHR.ZS.WT,30.36421389,18.21522695,53.27148438,75.01535872,77.84294558,62.28571429,75.07277057,85.12134271,85.72483646,64.7322764,74.49819019,78.8213628,80.41693393,82.95326259,47.81603003,56.18089182,22.98605072,37.33766234,78.58627859,83.57097924,84.55961746,13.04920914,61.43413396
Guinea,GIN,"Computer, communications and other services (% of commercial service imports)",TM.VAL.OTHR.ZS.WT,30.7556169,37.30927995,43.83871365,47.31811931,29.97047244,32.50758106,26.72760819,45.8343003,27.19982012,50.70696058,32.14562355,31.43326473,51.45203492,46.62305828,36.44096241,25.52074358,14.29007394,30.43771757,38.13292528,38.91602425,54.18948394,10.64970951,20.07397593
Guinea-Bissau,GNB,"Computer, communications and other services (% of commercial service exports)",TX.VAL.OTHR.ZS.WT,..,21.29452317,52.05385669,32.52427184,41.00391134,54.48219402,13.9586823,10.48218029,11.9259767,53.28100471,57.35813515,66.04735493,65.5583122,52.59807534,51.40627889,41.91537627,36.27445917,39.78583373,37.3601672,44.5882289,60.53376177,38.87971516,..
Guinea-Bissau,GNB,"Computer, communications and other services (% of commercial service imports)",TM.VAL.OTHR.ZS.WT,..,0.97805021,22.37560193,2.547984645,15.0948449,11.37003725,0.889103648,3.941969519,3.956327776,28.48018924,38.039801,20.83802025,24.30596829,28.81823863,16.45758731,21.48675809,18.65602935,18.91664431,21.85001218,14.86021175,18.47215656,21.62465388,..
Guyana,GUY,"Computer, communications and other services (% of commercial service exports)",TX.VAL.OTHR.ZS.WT,42.40992321,50.63953488,59.19907139,70.21683673,74.52095492,66.36481679,64.42185256,61.28388578,55.66124991,62.55461373,51.05752901,51.00055633,59.5980127,32.60064363,28.58308067,26.50777734,18.82989452,28.79664333,66.16857596,77.54640764,73.18647184,49.14936029,..
Guyana,GUY,"Computer, communications and other services (% of commercial service imports)",TM.VAL.OTHR.ZS.WT,32.60869565,34.71933472,40.14300306,39.86054619,47.16409426,34.36092209,38.32538088,39.14082021,36.72680378,42.14175946,38.98934455,34.00017706,38.45059864,40.9823559,33.64865007,33.44806058,48.43332167,53.99377141,57.84741971,62.7096544,79.22333859,71.14171339,..
Haiti,HTI,"Computer, communications and other services (% of commercial service exports)",TX.VAL.OTHR.ZS.WT,18.98734177,14.63414634,13.4327162,16.17401982,16.43730151,14.7330045,9.754174729,6.338479751,3.412560696,2.999684651,4.725548446,6.317672747,9.326389967,8.195891309,8.644981521,8.384788498,3.846664473,3.946386474,4.403970777,4.325914706,1.664549321,1.975608353,..
Haiti,HTI,"Computer, communications and other services (% of commercial service imports)",TM.VAL.OTHR.ZS.WT,2.592592593,1.984520738,1.853919145,1.532551557,10.18694927,47.26188222,37.04400216,5.06421869,7.362162702,7.504074182,9.933418132,6.326277467,8.828865941,37.05008929,28.35629448,23.424827,32.07141688,32.61414391,26.05064023,21.46417406,26.19914317,33.78196742,..
Honduras,HND,"Computer, communications and other services (% of commercial service exports)",TX.VAL.OTHR.ZS.WT,72.40507528,72.69593005,72.73145455,68.41434046,70.13749285,69.4708048,68.25824066,66.15627256,65.14903022,62.00491828,65.86241472,66.76223366,65.63930527,69.03891821,68.84622724,72.69914339,74.27809205,72.22328612,73.2713303,76.13635469,86.74274486,83.58778347,76.48991273
Honduras,HND,"Computer, communications and other services (% of commercial service imports)",TM.VAL.OTHR.ZS.WT,20.67645068,20.04728285,17.35814667,15.34835721,14.31632872,13.82859896,10.50006736,11.21768401,10.664076,11.50392861,9.850603637,10.53988074,9.9991826,12.68343598,15.68302302,14.32189564,16.28116745,22.95519038,22.22852008,22.34349242,29.57951561,21.14395131,18.23742047
"Hong Kong SAR, China",HKG,"Computer, communications and other services (% of commercial service exports)",TX.VAL.OTHR.ZS.WT,24.88822247,25.76257161,23.52258667,25.2994732,22.66218669,20.65888732,19.24737195,18.31242914,18.57603692,19.49863778,17.98390236,16.9067794,17.09325193,16.2139311,16.50885688,17.11182714,18.4185465,17.91922909,17.21705418,18.11790497,25.57501445,24.23021616,23.00184112
"Hong Kong SAR, China",HKG,"Computer, communications and other services (% of commercial service imports)",TM.VAL.OTHR.ZS.WT,53.63265773,52.99271364,52.62597602,53.1972861,50.99119264,52.62758734,54.03951056,51.24197669,49.51568676,46.65794619,46.20357933,43.32346555,42.96550768,40.17460909,37.29451272,36.91218093,36.48291974,35.86713603,35.35000994,34.14206652,46.66496624,46.89491825,44.65368486
Hungary,HUN,"Computer, communications and other services (% of commercial service exports)",TX.VAL.OTHR.ZS.WT,37.39145354,39.81301923,45.43636357,47.33703745,49.85556813,47.20729892,45.93507223,49.19874643,45.56386119,45.83750785,48.5409009,49.60189889,50.96376095,50.22325022,50.34029468,50.54045892,50.89773121,51.07597264,50.52403424,48.85539016,60.20236368,57.66795741,51.24064418
Hungary,HUN,"Computer, communications and other services (% of commercial service imports)",TM.VAL.OTHR.ZS.WT,44.35321799,48.33012311,49.38771787,51.34288258,55.22872878,56.62926154,59.54847162,60.6345424,58.39028387,61.97157861,60.44535308,61.1197657,61.71310897,63.89325968,62.43548288,62.18297523,60.22309071,59.58516144,58.01333745,59.53308769,65.43654166,62.78697976,55.36454378
Iceland,ISL,"Computer, communications and other services (% of commercial service exports)",TX.VAL.OTHR.ZS.WT,..,..,..,..,..,..,..,..,..,31.90244493,32.97917379,30.53171706,28.29399869,28.4549003,24.88674862,23.34079006,18.55382559,15.47563335,13.31586366,18.34461213,40.87596315,31.34527776,24.04632874
Iceland,ISL,"Computer, communications and other services (% of commercial service imports)",TM.VAL.OTHR.ZS.WT,..,..,..,..,..,..,..,..,..,40.4981685,37.48301294,34.38172943,36.19216636,36.09905267,38.67107955,37.94254634,36.20068555,32.67535888,33.14304897,34.61268845,52.17819445,49.79597984,42.03302716
India,IND,"Computer, communications and other services (% of commercial service exports)",TX.VAL.OTHR.ZS.WT,60.88316145,61.97255757,63.94629393,63.00400943,67.48856614,68.92239348,69.9915422,70.05314464,71.14732274,70.26526637,69.65302575,67.92565343,70.29041687,70.52329097,70.48587461,72.60354028,72.20694829,72.22720506,72.79782402,72.35574664,80.10615542,80.75214607,77.45589995
India,IND,"Computer, communications and other services (% of commercial service imports)",TM.VAL.OTHR.ZS.WT,28.37083872,28.11704085,30.98278006,39.80935522,40.51042491,35.17642407,36.89716947,34.1830457,48.24929629,51.35334874,57.81671141,49.51158775,56.03015778,57.94107849,54.78091224,57.78082443,61.35692728,61.0358569,61.8427982,60.54093312,66.0857013,61.70369026,55.85310267
Indonesia,IDN,"Computer, communications and other services (% of commercial service exports)",TX.VAL.OTHR.ZS.WT,1.620326431,1.510784286,2.662521272,4.815840091,40.65931222,38.72970769,22.4385529,25.49579663,21.21590065,28.50109866,37.74132452,44.04575053,46.26987857,41.7532398,37.60495516,32.7476376,32.90513366,29.7227579,31.65222119,30.47064471,53.83750421,63.76372693,45.21739943
Indonesia,IDN,"Computer, communications and other services (% of commercial service imports)",TM.VAL.OTHR.ZS.WT,50.78556519,51.22353853,47.80910944,52.21184643,51.85905297,45.81451029,39.36620188,36.51803246,27.44922889,40.7566181,35.24431616,34.36763984,37.38676683,36.16575678,35.78098969,39.58428692,39.59957778,37.53173395,34.67812586,36.9796727,54.32897008,55.81158305,45.21323708
"Iran, Islamic Rep.",IRN,"Computer, communications and other services (% of commercial service exports)",TX.VAL.OTHR.ZS.WT,2.947678703,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Iran, Islamic Rep.",IRN,"Computer, communications and other services (% of commercial service imports)",TM.VAL.OTHR.ZS.WT,1.077996195,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Iraq,IRQ,"Computer, communications and other services (% of commercial service exports)",TX.VAL.OTHR.ZS.WT,..,..,..,..,..,0.143884892,0,5.338417541,2.025620496,3.867052023,5.961529717,5.836035201,12.7963869,24.20565933,33.45677584,34.50317383,30.14719866,36.43420014,43.58307417,38.45856757,60.05430899,49.70979217,..
Iraq,IRQ,"Computer, communications and other services (% of commercial service imports)",TM.VAL.OTHR.ZS.WT,..,..,..,..,..,22.03055602,21.39803972,13.94613064,4.636011049,1.212912414,3.108376794,5.924563017,4.087277197,7.954407523,11.20578363,6.278944534,6.617458211,6.754465225,8.143379252,5.422638379,5.437397185,6.958868522,..
Ireland,IRL,"Computer, communications and other services (% of commercial service exports)",TX.VAL.OTHR.ZS.WT,..,..,..,..,..,59.47953504,58.34485821,60.16421816,63.47261824,67.32033786,68.72605587,70.42076789,67.49244271,69.85531444,71.84209351,71.89890883,74.36003061,76.23788496,79.5924964,81.65009219,86.06015539,86.12408243,85.34357546
Ireland,IRL,"Computer, communications and other services (% of commercial service imports)",TM.VAL.OTHR.ZS.WT,..,..,..,..,..,72.99610509,70.82072416,70.87827674,73.80070813,76.24931577,78.05792126,79.33458923,78.87801026,79.18342902,80.68439524,83.9849791,86.62773118,86.1440935,84.60706588,88.45346362,89.92456458,87.54515101,86.6340775
Isle of Man,IMN,"Computer, communications and other services (% of commercial service exports)",TX.VAL.OTHR.ZS.WT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Isle of Man,IMN,"Computer, communications and other services (% of commercial service imports)",TM.VAL.OTHR.ZS.WT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Israel,ISR,"Computer, communications and other services (% of commercial service exports)",TX.VAL.OTHR.ZS.WT,57.67903448,62.35907305,63.23941242,63.66038603,62.37004528,60.19021425,63.79198677,61.80192863,60.62394604,66.22436671,63.53885708,67.39168585,68.47424011,71.29347893,72.33283271,73.50093758,76.63027748,76.58654477,77.69022521,78.75480341,87.25830459,82.3583475,78.52711736
Israel,ISR,"Computer, communications and other services (% of commercial service imports)",TM.VAL.OTHR.ZS.WT,37.96121257,40.24329819,40.00677093,38.82547982,40.13721344,41.01703318,43.07884208,43.07493758,44.17792849,45.72238476,45.67871821,45.89039057,50.31984884,48.55373461,48.05966446,46.51935044,46.40840072,48.7709859,48.80414617,49.85291832,67.25080256,63.89019521,56.88589524
Italy,ITA,"Computer, communications and other services (% of commercial service exports)",TX.VAL.OTHR.ZS.WT,32.51538107,36.14255837,34.49312073,37.0988647,35.70526674,38.51782848,39.12687978,39.96176387,38.17309856,37.26036277,39.59233088,39.146853,40.95983728,39.1356422,38.59084052,37.69996071,38.19020408,39.46997953,39.48204572,39.9530264,54.2909702,54.09891501,45.0430699
Italy,ITA,"Computer, communications and other services (% of commercial service imports)",TM.VAL.OTHR.ZS.WT,42.82092103,46.53537725,43.81681864,44.04493464,41.44915478,43.5178373,45.62498426,46.5971838,42.90725425,43.17431454,42.69129301,42.49729186,41.90255952,41.09925462,41.30035163,41.44952195,41.67291174,42.10021156,42.65373516,42.22634863,52.83526549,48.99025046,44.55196074
Jamaica,JAM,"Computer, communications and other services (% of commercial service exports)",TX.VAL.OTHR.ZS.WT,15.20044263,13.75783216,14.12971243,11.38427885,12.83202172,10.2284882,8.809398265,8.733689283,9.590788123,10.892075,10.16322506,9.505714359,14.23895749,14.45242875,14.81146868,14.21191347,14.4645305,13.13089871,12.14111509,10.66401271,26.50259969,19.92632407,12.14393124
Jamaica,JAM,"Computer, communications and other services (% of commercial service imports)",TM.VAL.OTHR.ZS.WT,35.31103919,36.71869721,34.98889881,36.01485076,35.13680721,32.25349972,30.45005391,31.66950648,29.76000884,34.08658831,36.7475315,36.37338088,35.75807792,36.46442837,39.17535197,43.55706024,44.86951426,43.89189451,41.32602616,45.75398122,38.47517134,25.72887208,35.97657301
Japan,JPN,"Computer, communications and other services (% of commercial service exports)",TX.VAL.OTHR.ZS.WT,53.30255683,53.18673236,53.56080498,48.54182956,48.61709601,45.69746413,49.76594599,50.7073415,53.83909745,59.8251058,54.23821421,57.56758506,53.86679442,55.31382208,57.78719247,54.37926972,55.20298405,55.52748252,55.27235526,56.64140361,69.10433892,72.48611448,68.54151978
Japan,JPN,"Computer, communications and other services (% of commercial service imports)",TM.VAL.OTHR.ZS.WT,41.05735679,43.48891985,44.09372407,40.90260214,38.42387157,39.92174256,44.708338,46.95600258,48.57259798,51.98086149,48.22693765,50.04295671,48.66439524,53.15941718,60.34099206,61.61964776,62.76865009,62.16707136,63.21234138,66.78184263,72.43622136,72.623962,70.00651316
Jordan,JOR,"Computer, communications and other services (% of commercial service exports)",TX.VAL.OTHR.ZS.WT,36.1747094,31.25259233,23.07380953,20.49954811,14.42320913,14.67716535,9.199326999,13.52516279,13.2077816,11.68948852,9.903955107,10.43594903,8.633295181,8.409578938,8.181565856,8.151067946,7.080914325,6.795346378,4.997613555,4.926026178,16.9622067,11.99303835,..
Jordan,JOR,"Computer, communications and other services (% of commercial service imports)",TM.VAL.OTHR.ZS.WT,22.41828175,20.19674358,18.53007426,17.62103506,9.060354691,13.33257038,8.776871757,11.49401141,8.742591746,10.28650328,7.058400836,7.293182039,6.901772759,6.693172213,5.123128326,6.125817502,3.730404638,4.254557389,4.461707891,4.147084035,7.40126906,4.364378915,..
Kazakhstan,KAZ,"Computer, communications and other services (% of commercial service exports)",TX.VAL.OTHR.ZS.WT,8.093318207,7.176800003,8.824430051,15.77599896,13.36625333,12.65920248,9.854304729,11.97910346,13.4164124,13.74904023,13.04114859,13.2569748,10.61557028,12.66260715,10.70912794,11.11781995,11.18941185,9.000885251,10.05691079,11.57997347,15.66565762,14.35836799,15.23386706
Kazakhstan,KAZ,"Computer, communications and other services (% of commercial service imports)",TM.VAL.OTHR.ZS.WT,58.11550803,58.0447424,63.66566815,64.17153241,63.59602084,71.01569193,67.97581241,68.59070137,63.33649377,63.51469761,66.62099197,60.91294971,54.55050014,52.60522321,55.2423841,54.49034936,54.33739621,54.45778283,57.47401901,51.63202987,59.41173062,49.63865511,41.86962258
Kenya,KEN,"Computer, communications and other services (% of commercial service exports)",TX.VAL.OTHR.ZS.WT,4.199397517,6.186933464,3.455911954,3.210051808,10.68968638,12.98916273,15.04614163,14.99176619,19.02378907,18.61937491,14.09106969,14.47529052,16.38014858,17.43498375,21.60722455,18.80409768,18.6843399,17.24765202,16.32349531,17.22331004,24.12084682,26.18730234,38.1214517
Kenya,KEN,"Computer, communications and other services (% of commercial service imports)",TM.VAL.OTHR.ZS.WT,21.80234929,26.17818203,23.89861367,23.86793132,31.22397003,35.30150975,24.53142093,25.49125854,27.73054948,27.54646418,29.7928452,24.74731273,23.83946515,19.01137481,34.89732904,37.83657429,46.55987449,42.95332071,45.03696495,44.63804299,50.48669102,44.04397412,42.716089
Kiribati,KIR,"Computer, communications and other services (% of commercial service exports)",TX.VAL.OTHR.ZS.WT,..,..,..,..,..,..,23.79039679,22.08901482,16.81119391,18.4126058,17.22436153,21.23655173,18.53714778,32.61600157,37.00755849,30.29665315,37.83219098,29.01296529,22.82754725,22.27239941,47.32438072,23.29941997,..
Kiribati,KIR,"Computer, communications and other services (% of commercial service imports)",TM.VAL.OTHR.ZS.WT,..,..,..,..,..,..,18.67324176,14.40857153,13.35776809,11.72108303,12.12806677,12.67330394,16.08725191,24.35933152,24.03693576,18.41905626,25.01222697,20.48245019,18.53324816,17.30421359,6.846291508,6.226050312,..
"Korea, Dem. People's Rep.",PRK,"Computer, communications and other services (% of commercial service exports)",TX.VAL.OTHR.ZS.WT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Dem. People's Rep.",PRK,"Computer, communications and other services (% of commercial service imports)",TM.VAL.OTHR.ZS.WT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Rep.",KOR,"Computer, communications and other services (% of commercial service exports)",TX.VAL.OTHR.ZS.WT,34.17136202,33.26459721,34.64518604,33.63601902,33.25939017,37.58364804,40.18435139,39.81895007,36.50040628,43.44803834,37.25154671,42.19976009,44.01816303,47.20268558,47.7864193,46.78976516,50.1813759,53.2161785,51.25800062,49.71045218,56.38776238,50.92127289,50.46939165
"Korea, Rep.",KOR,"Computer, communications and other services (% of commercial service imports)",TM.VAL.OTHR.ZS.WT,42.67637025,39.85535041,36.90975332,38.33900745,37.58565066,36.85823781,36.38170687,35.5655716,39.09296732,48.14223105,45.9281643,47.49905646,48.68816871,49.47386648,49.5026242,48.26768533,47.01755305,47.85027386,48.04675887,49.79094136,59.16992703,58.54537143,56.44526284
Kosovo,XKX,"Computer, communications and other services (% of commercial service exports)",TX.VAL.OTHR.ZS.WT,..,..,..,..,19.04220895,16.85208982,14.6413342,42.34320139,45.87650722,25.51844412,26.17548109,25.09555082,18.92643318,15.2731992,20.02717407,15.81967758,12.59231017,11.46798001,13.60765427,13.38316569,23.84801025,15.58136442,18.58676858
Kosovo,XKX,"Computer, communications and other services (% of commercial service imports)",TM.VAL.OTHR.ZS.WT,..,..,..,..,50.96748791,46.42878028,50.7237929,48.2283745,38.15021876,39.34509523,46.96933175,35.98821932,31.66481611,24.01982391,32.63089025,19.83803644,18.25992245,22.71010986,28.62892932,26.35868445,32.38532938,26.32812216,24.79911944
Kuwait,KWT,"Computer, communications and other services (% of commercial service exports)",TX.VAL.OTHR.ZS.WT,-3.13E-13,5.40E-13,-3.27E-13,0,20.02697235,33.71678259,53.53563218,58.25861802,53.44493093,63.23331638,42.21596943,37.915921,41.77287396,60.32923682,54.39170266,49.88248155,52.077063,48.73540805,43.44542995,58.81159808,65.3497309,54.78969157,53.87199466
Kuwait,KWT,"Computer, communications and other services (% of commercial service imports)",TM.VAL.OTHR.ZS.WT,0.633813976,0.894531814,0.835917487,0.751879699,2.6482819,1.849551415,1.534186529,1.274056193,8.747235069,12.28040459,18.4326458,11.10133207,13.42074647,21.82754596,21.72321215,16.5485577,27.13844748,28.0027639,33.07359471,24.52492679,29.83346809,24.52710252,19.92345843
Kyrgyz Republic,KGZ,"Computer, communications and other services (% of commercial service exports)",TX.VAL.OTHR.ZS.WT,41.2228276,39.56880978,35.72141426,33.06247384,33.12984089,41.10798211,35.42886246,24.4638585,14.09239895,35.80605312,45.77872482,37.44625265,36.18632716,30.86736105,34.58521226,25.60621508,27.49939511,18.81177002,15.47596371,14.74247682,25.16711806,18.03394738,18.28357269
Kyrgyz Republic,KGZ,"Computer, communications and other services (% of commercial service imports)",TM.VAL.OTHR.ZS.WT,45.24318378,45.46811406,38.60319459,35.87769477,24.10087912,28.78583053,35.80847784,21.83312537,10.68785943,21.90621424,24.59160861,19.27043839,22.54413058,16.18084568,16.95717728,16.34018409,13.61384334,15.28084316,12.50049981,13.63965406,21.91201636,18.16659368,19.70806684
